id,time,yG2,group
44,50,-44.9640165734541,simulationGroup1
44,100,-90.0332856831355,simulationGroup1
45,0,-0.0059504078100524,simulationGroup1
45,50,-55.0374210995604,simulationGroup1
45,100,-110.1733889002,simulationGroup1
46,0,0.0294648789609643,simulationGroup1
46,50,-34.9582198321273,simulationGroup1
46,100,-69.903084935152,simulationGroup1
47,0,-0.0992728952747454,simulationGroup1
47,50,-28.7741278809601,simulationGroup1
47,100,-57.8803468507555,simulationGroup1
48,0,-0.0592669867344172,simulationGroup1
48,50,-41.6990026810871,simulationGroup1
48,100,-83.1927015249765,simulationGroup1
49,0,0.2514317086378709,simulationGroup1
49,50,-42.8487096908221,simulationGroup1
49,100,-85.4916480507104,simulationGroup1
50,0,0.0080939035796769,simulationGroup1
50,50,-57.9368191193995,simulationGroup1
50,100,-115.939725881834,simulationGroup1
